"C3986","wiki_books_16489","0.9982785280613697"
"C2843","wiki_books_3448","0.9956110331199687"
"C253","wiki_books_7005","0.9984807194329935"
"C1127","wiki_books_6715","0.9965795382920091"
"C3873","wiki_books_3770","0.9984807194329935"
"C5368","wiki_books_1789","0.9979588525566941"
"C2554","wiki_books_12532","0.768633021790639"
"C3110","wiki_books_4827","0.9981387366450695"
"C3469","wiki_books_11132","0.9979588525566941"
"C4761","wiki_books_607","0.9977199509497612"
"C2906","wiki_books_556","0.9977199509497612"
"C2751","wiki_books_2278","0.9981387366450695"
"C4875","wiki_books_4377","0.9986191818033784"
"C944","wiki_books_15811","0.9948716570670298"
"C5072","wiki_books_13514","0.9982785280613697"
"C658","wiki_books_11159","0.9969092130629666"
"C4970","wiki_books_9589","0.9977199509497612"
"C3952","wiki_books_12020","0.8526112198499249"
"C2143","wiki_books_11663","0.9986191818033784"
"C2160","wiki_books_15525","0.9018024478619744"
"C2974","wiki_books_6869","0.8526112198499249"
"C2921","wiki_books_9281","0.9981387366450695"
"C2100","wiki_books_8528","0.768633021790639"
"C2823","wiki_books_5942","0.9981387366450695"
"C2605","wiki_books_8477","0.9984807194329935"
"C1229","wiki_books_12797","0.9981387366450695"
"C2296","wiki_books_3994","0.9984807194329935"
"C3129","wiki_books_7502","0.998555920720156"
"C2843","wiki_books_1621","0.9956110331199687"
"C453","wiki_books_11064","0.998555920720156"
"C4362","wiki_books_12059","0.9018024478619744"
"C5387","wiki_books_11603","0.9977199509497612"
"C3559","wiki_books_10339","0.8946550831685294"
"C2499","wiki_books_5052","0.9977199509497612"
"C4585","wiki_books_15904","0.9969092130629666"
"C4494","wiki_books_12251","0.9982785280613697"
"C1426","wiki_books_9689","0.9973897655413393"
"C2748","wiki_books_14926","0.9956110331199687"
"C1889","wiki_books_13058","0.9983899758064708"
"C4685","wiki_books_8116","0.9982785280613697"
"C2418","wiki_books_725","0.9956110331199687"
"C2363","wiki_books_16498","0.9982785280613697"
"C4536","wiki_books_6895","0.9983899758064708"
"C3538","wiki_books_4719","0.9983899758064708"
"C1128","wiki_books_6715","0.9965795382920091"
"C3874","wiki_books_3770","0.9984807194329935"
"C2907","wiki_books_556","0.9977199509497612"
"C3985","wiki_books_16489","0.9982785280613697"
"C2194","wiki_books_12759","0.9981387366450695"
"C2847","wiki_books_481","0.9956110331199687"
"C2844","wiki_books_3448","0.9956110331199687"
"C3098","wiki_books_13895","0.9986191818033784"
"C124","wiki_books_690","0.9938366806133107"
"C4874","wiki_books_4377","0.9986191818033784"
"C4762","wiki_books_607","0.9977199509497612"
"C2555","wiki_books_12532","0.768633021790639"
"C5417","wiki_books_10330","0.9984807194329935"
"C4971","wiki_books_9589","0.9977199509497612"
"C2693","wiki_books_16528","0.9983899758064708"
"C1689","wiki_books_14093","0.9973897655413393"
"C840","wiki_books_10333","0.9979588525566941"
"C2658","wiki_books_10246","0.9984807194329935"
"C5071","wiki_books_13514","0.9982785280613697"
"C1835","wiki_books_998","0.9982785280613697"
"C2973","wiki_books_6869","0.8526112198499249"
"C5474","wiki_books_9841","0.9984807194329935"
"C4422","wiki_books_675","0.9977199509497612"
"C2606","wiki_books_8477","0.9984807194329935"
"C4954","wiki_books_8315","0.9983899758064708"
"C1779","wiki_books_16511","0.9981387366450695"
"C5497","wiki_books_15329","0.9977199509497612"
"C2915","wiki_books_6720","0.9981387366450695"
"C4660","wiki_books_13977","0.9956110331199687"
"C3128","wiki_books_7502","0.998555920720156"
"C2297","wiki_books_3994","0.9984807194329935"
"C2844","wiki_books_1621","0.9956110331199687"
"C3910","wiki_books_11381","0.9983899758064708"
"C3562","wiki_books_753","0.9984807194329935"
"C5386","wiki_books_11603","0.9977199509497612"
"C2530","wiki_books_7688","0.9986191818033784"
"C5520","wiki_books_11067","0.9982785280613697"
"C4763","wiki_books_607","0.9977199509497612"
"C3111","wiki_books_16494","0.9982785280613697"
"C1474","wiki_books_10783","0.9981387366450695"
"C1426","wiki_books_9688","0.9973897655413393"
"C980","wiki_books_10321","0.9979588525566941"
"C1426","wiki_books_9432","0.9973897655413393"
"C2937","wiki_books_16239","0.9973897655413393"
"C2043","wiki_books_6635","0.9982785280613697"
"C1701","wiki_books_15660","0.9977199509497612"
"C1129","wiki_books_6715","0.9965795382920091"
"C3887","wiki_books_13840","0.9984807194329935"
"C2904","wiki_books_556","0.9977199509497612"
"C2055","wiki_books_6635","0.9982785280613697"
"C2623","wiki_books_10249","0.880415369974958"
"C3003","wiki_books_15032","0.9982785280613697"
